Date,period,Close,Open,Min,Max,Mean,label,labelcl,-1,0,1
1996-09-12,Train,6390.98,6358.07,6358.07,6413.16,6385.615,1.0,1.0,0.17355989,0.2604321,0.56600803
1996-09-13,Train,6464.29,6390.98,6390.98,6497.09,6444.035,1.0,1.0,0.16409078,0.11817897,0.71773034
1996-09-16,Train,6534.28,6464.29,6464.29,6538.89,6501.59,1.0,1.0,0.20938657,0.17897065,0.6116427
1996-09-17,Train,6512.41,6534.28,6482.52,6557.75,6520.135,1.0,1.0,0.02538148,0.23987554,0.73474294
1996-09-18,Train,6489.64,6512.41,6458.19,6512.41,6485.299999999998,1.0,1.0,0.052732967,0.18366271,0.7636043
1996-09-19,Train,6560.21,6489.64,6468.2,6560.21,6514.205,1.0,1.0,0.15859222,0.2649052,0.57650256
1996-09-20,Train,6588.26,6560.21,6560.21,6631.46,6595.835,1.0,1.0,0.1307834,0.2751897,0.5940269
1996-09-23,Train,6551.74,6588.26,6514.05,6588.86,6551.455,1.0,1.0,0.011074662,0.45156294,0.53736234
1996-09-24,Train,6557.05,6551.74,6544.39,6621.34,6582.865,1.0,1.0,0.032832365,0.26163432,0.70553327
1996-09-25,Train,6513.88,6563.79,6492.09,6571.31,6531.700000000002,0.0,0.0,0.052314796,0.5535044,0.39418086
1996-09-26,Train,6535.92,6513.88,6502.97,6544.71,6523.84,0.0,0.0,0.17743886,0.54677016,0.27579105
1996-09-27,Train,6458.88,6535.92,6453.86,6542.84,6498.35,1.0,1.0,0.034016177,0.43586892,0.5301149
1996-09-30,Train,6446.87,6458.88,6423.33,6476.63,6449.98,1.0,1.0,0.3144225,0.31727046,0.36830702
1996-10-01,Train,6521.78,6446.87,6435.08,6522.67,6478.875,1.0,1.0,0.050104737,0.27608752,0.67380774
1996-10-02,Train,6605.81,6521.78,6521.78,6611.43,6566.605,1.0,0.0,0.19714479,0.48715225,0.3157029
1996-10-04,Train,6626.94,6605.81,6588.16,6659.11,6623.635,1.0,0.0,0.033853542,0.5457488,0.42039776
1996-10-07,Train,6612.66,6626.94,6573.97,6627.29,6600.63,1.0,1.0,0.062091015,0.19167157,0.74623746
1996-10-08,Train,6651.58,6612.66,6609.54,6658.96,6634.25,1.0,1.0,0.03960873,0.37868592,0.5817054
1996-10-09,Train,6631.08,6651.58,6592.9,6669.2,6631.049999999998,1.0,0.0,0.10248543,0.70065314,0.19686148
1996-10-10,Train,6626.75,6631.08,6593.84,6633.71,6613.775,0.0,0.0,0.04719529,0.60317254,0.34963223
1996-10-11,Train,6608.68,6626.75,6601.11,6677.94,6639.525,0.0,1.0,0.18697618,0.26240897,0.55061483
1996-10-14,Train,6631.32,6608.68,6582.14,6631.32,6606.73,0.0,1.0,0.16527985,0.34896454,0.48575556
1996-10-15,Train,6744.94,6631.32,6631.32,6744.98,6688.15,0.0,-1.0,0.5429407,0.35307002,0.10398932
1996-10-16,Train,6733.54,6744.94,6670.77,6775.88,6723.325000000002,0.0,-1.0,0.4392711,0.21796378,0.34276515
1996-10-17,Train,6766.04,6733.54,6714.5,6783.61,6749.055,-1.0,-1.0,0.81849366,0.10809599,0.07341036
1996-10-18,Train,6798.15,6766.04,6746.26,6814.62,6780.440000000001,-1.0,-1.0,0.6963838,0.18681392,0.1168024
1996-10-21,Train,6798.92,6798.15,6761.67,6850.93,6806.3,-1.0,-1.0,0.82306033,0.16624658,0.010693144
1996-10-22,Train,6675.62,6798.92,6670.87,6798.92,6734.895,-1.0,0.0,0.41068184,0.53707,0.05224808
1996-10-23,Train,6648.61,6675.62,6544.37,6675.62,6609.995,-1.0,0.0,0.34475428,0.5692853,0.085960455
1996-10-24,Train,6588.85,6648.61,6562.56,6648.61,6605.585,-1.0,0.0,0.17219692,0.6996492,0.12815385
1996-10-25,Train,6503.36,6588.85,6494.17,6592.5,6543.335,-1.0,0.0,0.1342194,0.8360735,0.029707126
1996-10-28,Train,6401.08,6503.36,6401.08,6544.08,6472.58,-1.0,0.0,0.09256809,0.8447521,0.062679835
1996-10-29,Train,6549.76,6401.08,6320.58,6549.76,6435.17,1.0,0.0,0.058864042,0.84357655,0.097559385
1996-10-30,Train,6543.23,6549.76,6499.25,6591.14,6545.195,1.0,0.0,0.06964339,0.8439178,0.08643877
1996-10-31,Train,6533.15,6543.23,6471.33,6543.52,6507.425,1.0,0.0,0.0717664,0.90407974,0.024153788
1996-11-01,Train,6641.18,6533.15,6532.79,6643.3,6588.045,1.0,0.0,0.20320752,0.7565352,0.040257283
1996-11-04,Train,6658.53,6641.18,6614.58,6690.26,6652.42,1.0,0.0,0.108828545,0.8558632,0.035308205
1996-11-05,Train,6697.59,6658.53,6658.53,6754.87,6706.7,1.0,0.0,0.117480315,0.83122844,0.05129127
1996-11-06,Train,6704.6,6697.59,6684.1,6757.45,6720.775,1.0,0.0,0.11839675,0.84851915,0.033084087
1996-11-07,Train,6666.67,6704.6,6640.12,6704.6,6672.3600000000015,0.0,0.0,0.07194222,0.8986455,0.029412255
1996-11-08,Train,6559.6,6666.67,6558.83,6682.65,6620.74,0.0,0.0,0.029564383,0.9567389,0.013696772
1996-11-11,Train,6582.91,6559.6,6552.8,6598.81,6575.805,0.0,0.0,0.014093919,0.9126238,0.07328222
1996-11-12,Train,6523.32,6582.91,6513.98,6623.95,6568.965,0.0,0.0,0.010497904,0.9437168,0.045785308
1996-11-13,Train,6570.98,6523.32,6481.7,6571.76,6526.73,0.0,0.0,0.019519016,0.9189446,0.06153638
1996-11-14,Train,6523.0,6570.98,6513.47,6594.98,6554.225,0.0,0.0,0.009460366,0.92445856,0.066081084
1996-11-18,Train,6556.25,6523.0,6478.93,6558.72,6518.825000000002,1.0,0.0,0.034678206,0.5920282,0.37329358
1996-11-19,Train,6556.99,6556.25,6516.98,6571.53,6544.254999999999,1.0,0.0,0.022896618,0.8191165,0.15798695
1996-11-20,Train,6541.3,6556.99,6514.16,6560.89,6537.525,1.0,0.0,0.05656072,0.57524014,0.3681992
1996-11-21,Train,6625.95,6541.3,6539.63,6631.06,6585.345,1.0,0.0,0.036624156,0.5041978,0.459178
1996-11-22,Train,6645.27,6625.95,6625.95,6688.58,6657.264999999999,1.0,1.0,0.047052223,0.10008636,0.85286134
1996-11-25,Train,6649.21,6645.27,6640.4,6688.84,6664.62,1.0,1.0,0.042909138,0.2622846,0.6948063
1996-11-26,Train,6631.52,6649.21,6621.54,6675.64,6648.59,1.0,1.0,0.0335763,0.19998166,0.76644206
1996-11-27,Train,6591.89,6631.52,6562.56,6635.15,6598.855,1.0,1.0,0.063779,0.2391778,0.6970432
1996-11-28,Train,6644.89,6591.89,6558.2,6645.98,6602.09,1.0,1.0,0.090238206,0.32289752,0.5868643
1996-11-29,Train,6666.09,6644.89,6638.66,6691.04,6664.85,1.0,1.0,0.09321094,0.2626702,0.64411885
1996-12-02,Train,6735.64,6666.09,6656.47,6735.67,6696.07,1.0,1.0,0.060092084,0.19035423,0.74955374
1996-12-03,Train,6836.8,6735.64,6735.64,6848.76,6792.200000000002,1.0,1.0,0.03184009,0.2352044,0.73295546
1996-12-04,Train,6797.61,6836.8,6788.45,6874.9,6831.674999999998,1.0,1.0,0.058485758,0.38887596,0.5526383
1996-12-05,Train,6947.11,6797.61,6797.61,6961.37,6879.49,1.0,1.0,0.046246678,0.2637097,0.6900436
1996-12-06,Train,6872.91,6947.11,6743.02,6947.11,6845.065000000001,1.0,1.0,0.023185289,0.18732464,0.78949004
1996-12-09,Train,6836.37,6872.91,6819.59,6913.23,6866.41,1.0,1.0,0.031207977,0.39076567,0.57802635
1996-12-10,Train,6855.86,6836.37,6816.5,6868.07,6842.285,0.0,1.0,0.01996619,0.43872726,0.54130656
1996-12-11,Train,6677.79,6855.86,6665.87,6855.86,6760.865,1.0,1.0,0.07944668,0.4160007,0.50455266
1996-12-12,Train,6657.46,6677.79,6628.43,6738.41,6683.42,1.0,1.0,0.020310692,0.3235871,0.65610224
1996-12-13,Train,6680.19,6657.46,6613.83,6691.37,6652.6,1.0,1.0,0.13775714,0.27745426,0.58478856
1996-12-16,Train,6654.36,6680.19,6615.82,6686.36,6651.09,1.0,1.0,0.056396358,0.20212945,0.74147415
1996-12-17,Train,6784.58,6654.36,6595.65,6794.5,6695.075,1.0,1.0,0.12914151,0.19578895,0.6750695
1996-12-18,Train,6910.42,6784.58,6784.58,6910.78,6847.68,1.0,1.0,0.013508626,0.25128978,0.73520166
1996-12-19,Train,6891.65,6910.42,6872.76,6965.43,6919.095,1.0,1.0,0.03510326,0.26480117,0.70009553
1996-12-20,Train,6942.24,6891.65,6891.65,6943.74,6917.695,1.0,1.0,0.035592876,0.28754276,0.6768644
1996-12-23,Train,6912.58,6942.24,6887.48,6942.24,6914.86,1.0,1.0,0.04128775,0.40042323,0.55828905
1996-12-26,Train,6957.76,6912.58,6868.4,6963.43,6915.915,1.0,1.0,0.025325172,0.22534455,0.7493303
1996-12-27,Train,7006.85,6957.76,6957.76,7010.32,6984.04,1.0,1.0,0.042178087,0.25262582,0.7051961
1996-12-30,Train,7039.95,7006.85,7006.85,7052.26,7029.555,1.0,1.0,0.033372447,0.3559646,0.61066294
1997-01-02,Train,6955.54,7039.95,6955.54,7039.95,6997.745,1.0,1.0,0.04131372,0.3407276,0.6179586
1997-01-03,Train,6997.76,6955.54,6954.13,7006.58,6980.355,1.0,1.0,0.01318003,0.21485764,0.7719623
1997-01-06,Train,7159.51,6997.76,6993.64,7171.52,7082.58,1.0,1.0,0.02482383,0.34111685,0.63405925
1997-01-07,Train,7297.46,7159.51,7157.62,7316.31,7236.965,1.0,1.0,0.030670717,0.27966082,0.6896685
1997-01-08,Train,7427.02,7297.46,7297.46,7459.74,7378.6,1.0,1.0,0.07773736,0.45466998,0.46759263
1997-01-09,Train,7454.21,7427.02,7327.56,7489.5,7408.530000000002,1.0,1.0,0.0495523,0.14955132,0.8008964
1997-01-10,Train,7478.34,7454.21,7350.95,7491.02,7420.9850000000015,1.0,1.0,0.1102783,0.30379716,0.58592445
1997-01-13,Train,7411.75,7478.34,7360.32,7479.59,7419.955,1.0,1.0,0.068591826,0.2861397,0.6452684
1997-01-14,Train,7621.14,7411.75,7411.75,7631.86,7521.805,1.0,0.0,0.076749295,0.5477501,0.3755006
1997-01-15,Train,7667.58,7621.14,7558.06,7670.68,7614.370000000001,1.0,1.0,0.061831836,0.17662579,0.7615424
1997-01-16,Train,7655.82,7667.58,7632.94,7742.5,7687.719999999998,1.0,0.0,0.081506446,0.5303048,0.38818875
1997-01-17,Train,7816.25,7655.82,7646.67,7816.25,7731.46,1.0,0.0,0.065333605,0.5293307,0.40533572
1997-01-20,Train,7835.44,7816.25,7734.71,7836.24,7785.475,1.0,0.0,0.028646983,0.69009674,0.28125632
1997-01-21,Train,7904.91,7835.44,7749.98,7923.02,7836.5,1.0,1.0,0.20385912,0.22726166,0.5688792
1997-01-22,Train,7817.5,7904.91,7798.72,7927.69,7863.205,1.0,0.0,0.17072941,0.5421661,0.28710443
1997-01-23,Train,7890.67,7817.5,7778.56,7893.56,7836.06,1.0,1.0,0.14391522,0.25763145,0.59845334
1997-01-24,Train,7759.79,7890.67,7740.64,7890.67,7815.655000000002,1.0,0.0,0.2124277,0.5452731,0.24229917
1997-01-27,Train,7759.06,7759.79,7744.21,7830.48,7787.344999999998,1.0,1.0,0.20406371,0.24879457,0.5471417
1997-01-28,Train,7849.79,7759.06,7756.26,7871.26,7813.76,1.0,0.0,0.3096093,0.47584054,0.2145502
1997-01-29,Train,7736.91,7849.79,7727.01,7852.11,7789.559999999999,1.0,1.0,0.22863369,0.1830497,0.5883166
1997-01-30,Train,7788.81,7736.92,7721.01,7802.14,7761.575000000002,1.0,-1.0,0.42838913,0.35704646,0.21456446
1997-01-31,Train,7964.69,7788.81,7788.81,7991.69,7890.25,1.0,1.0,0.2087449,0.3479857,0.44326943
1997-02-03,Train,8095.94,7964.69,7964.69,8104.13,8034.41,1.0,0.0,0.11388992,0.64278775,0.2433223
1997-02-04,Train,8102.25,8095.94,8053.53,8123.72,8088.625,1.0,1.0,0.06271202,0.4657044,0.47158352
1997-02-05,Train,8171.19,8102.25,8102.25,8233.43,8167.84,1.0,1.0,0.13478233,0.38348642,0.48173127
1997-02-06,Train,8147.85,8171.19,8113.37,8171.19,8142.28,1.0,1.0,0.09464972,0.1788128,0.72653747
1997-02-07,Train,8316.55,8147.85,8137.67,8316.55,8227.11,1.0,1.0,0.021483336,0.22668098,0.75183564
1997-02-12,Train,8670.63,8316.55,8316.55,8674.64,8495.595,1.0,0.0,0.033267792,0.5174876,0.44924462
1997-02-13,Train,8764.92,8670.63,8634.45,8929.87,8782.16,1.0,0.0,0.045043547,0.553002,0.40195453
1997-02-14,Train,8699.99,8764.92,8645.21,8907.39,8776.3,1.0,1.0,0.07988237,0.11057043,0.8095472
1997-02-17,Train,8816.08,8699.99,8634.15,8820.94,8727.545,1.0,1.0,0.01739564,0.22865084,0.7539535
1997-02-18,Train,8950.25,8816.08,8738.97,8953.49,8846.23,1.0,1.0,0.06058096,0.41934973,0.52006924
1997-02-19,Train,8771.35,8950.25,8750.08,9062.88,8906.48,0.0,0.0,0.024207303,0.8576781,0.11811465
1997-02-20,Train,8701.82,8771.35,8635.11,8806.52,8720.815,0.0,0.0,0.062052693,0.51447475,0.42347255
1997-02-21,Train,8719.52,8701.82,8652.8,8743.88,8698.34,0.0,0.0,0.088576145,0.6363242,0.27509964
1997-02-24,Train,8959.25,8719.52,8645.73,8959.33,8802.529999999999,0.0,1.0,0.043843247,0.47423318,0.48192367
1997-02-25,Train,9149.12,8959.25,8959.25,9181.05,9070.15,0.0,0.0,0.050236315,0.7314039,0.21835977
1997-02-26,Train,8927.87,9149.12,8815.31,9150.44,8982.875,1.0,1.0,0.13646938,0.09606905,0.76746154
1997-02-27,Train,8776.79,8927.87,8724.26,8979.6,8851.93,1.0,1.0,0.07753001,0.13290675,0.78956324
1997-02-28,Train,8828.73,8776.79,8667.07,8828.73,8747.9,1.0,1.0,0.041078247,0.05145547,0.90746623
1997-03-03,Train,8978.22,8828.73,8681.32,8978.37,8829.845000000001,1.0,1.0,0.059199665,0.13617004,0.8046303
1997-03-04,Train,8961.44,8978.22,8933.9,9155.85,9044.875,1.0,1.0,0.006940265,0.07053884,0.9225209
1997-03-05,Train,9074.47,8961.44,8930.39,9093.01,9011.7,1.0,1.0,0.03528996,0.21902801,0.745682
1997-03-06,Train,9125.57,9074.47,9069.42,9187.88,9128.65,1.0,1.0,0.0055537024,0.036727656,0.9577187
1997-03-07,Train,9180.58,9125.57,9063.38,9222.34,9142.86,1.0,1.0,0.0059327614,0.12843679,0.86563045
1997-03-10,Train,9419.18,9180.58,9180.45,9422.87,9301.66,1.0,1.0,0.003096226,0.17859846,0.8183053
1997-03-11,Train,9565.3,9419.18,9345.59,9567.59,9456.59,1.0,1.0,0.0031774696,0.4144332,0.58238924
1997-03-12,Train,9317.19,9565.3,9295.47,9565.3,9430.384999999998,1.0,1.0,0.06399908,0.46381417,0.47218668
1997-03-13,Train,9314.13,9317.19,9235.38,9345.25,9290.315,0.0,0.0,0.071064234,0.8431943,0.085741416
1997-03-14,Train,9499.4,9314.13,9314.13,9499.89,9407.009999999998,0.0,0.0,0.062830985,0.6636809,0.27348813
1997-03-17,Train,9263.3,9499.4,9227.93,9499.4,9363.665,0.0,0.0,0.086040385,0.5687156,0.34524408
1997-03-18,Train,9172.49,9263.3,9152.97,9323.18,9238.075,0.0,0.0,0.09374304,0.727559,0.17869799
1997-03-19,Train,9087.93,9172.49,9045.33,9184.56,9114.945,0.0,0.0,0.041800473,0.9358679,0.02233154
1997-03-20,Train,9302.53,9087.93,9087.93,9336.97,9212.45,0.0,0.0,0.4089726,0.5086017,0.08242565
1997-03-21,Train,9301.65,9302.53,9279.51,9423.54,9351.525,0.0,0.0,0.35197514,0.6275273,0.020497564
1997-03-24,Train,9327.73,9301.65,9190.46,9331.69,9261.075,0.0,0.0,0.22913413,0.7482925,0.022573374
1997-03-25,Train,9380.32,9327.73,9325.93,9472.58,9399.255,0.0,0.0,0.09842293,0.8990327,0.0025444257
1997-03-26,Train,9271.6,9380.32,9240.55,9381.72,9311.134999999998,1.0,0.0,0.19421552,0.65783286,0.14795165
1997-03-31,Train,9044.35,9271.6,9020.36,9271.6,9145.98,1.0,-1.0,0.56991494,0.3002091,0.12987588
1997-04-01,Train,9138.31,9044.35,9004.37,9140.46,9072.415,1.0,-1.0,0.7841719,0.053249158,0.16257897
1997-04-02,Train,9237.37,9138.31,9128.82,9254.13,9191.475,1.0,1.0,0.34108725,0.17812504,0.48078766
1997-04-03,Train,9302.19,9237.37,9221.53,9358.47,9290.0,1.0,1.0,0.3085119,0.15880461,0.53268343
1997-04-04,Train,9705.25,9302.19,9302.19,9705.25,9503.72,1.0,0.0,0.2831758,0.37829947,0.33852473
1997-04-07,Train,9836.52,9705.25,9705.25,9934.54,9819.895,1.0,1.0,0.06833024,0.25434494,0.6773248
1997-04-08,Train,9737.7,9836.52,9704.84,9878.02,9791.43,1.0,1.0,0.0039612725,0.12318831,0.87285036
1997-04-09,Train,9819.12,9737.7,9737.7,9905.68,9821.69,1.0,1.0,0.013456973,0.39436173,0.59218127
1997-04-10,Train,9732.57,9819.12,9731.62,9904.32,9817.97,1.0,0.0,0.014586299,0.61906755,0.36634612
1997-04-11,Train,9517.72,9732.57,9503.34,9732.57,9617.955,0.0,0.0,0.01784483,0.8171451,0.16501008
1997-04-14,Train,9455.79,9517.72,9418.31,9537.52,9477.915,1.0,0.0,0.0022400827,0.7143891,0.28337088
1997-04-15,Train,9490.16,9455.79,9455.79,9610.4,9533.095,1.0,0.0,0.004691287,0.54293424,0.45237446
1997-04-16,Train,9565.7,9490.16,9454.22,9570.68,9512.45,1.0,0.0,0.032551013,0.66510916,0.30233976
1997-04-17,Train,9418.63,9565.7,9400.09,9566.03,9483.06,1.0,1.0,0.109649085,0.3857473,0.5046036
1997-04-18,Train,9422.2,9418.63,9361.45,9451.6,9406.525,1.0,1.0,0.014427527,0.4381522,0.54742026
1997-04-22,Train,9473.75,9422.2,9419.29,9478.88,9449.085,1.0,1.0,0.029394288,0.32282156,0.6477842
1997-04-23,Train,9634.18,9473.75,9465.83,9635.55,9550.69,1.0,0.0,0.044625532,0.8053214,0.15005298
1997-04-24,Train,9708.95,9634.18,9634.18,9747.47,9690.825,1.0,0.0,0.35113066,0.47146642,0.17740291
1997-04-25,Train,9731.75,9708.95,9674.4,9754.99,9714.695,1.0,1.0,0.24192277,0.37342554,0.38465166
1997-04-28,Train,9761.64,9731.75,9703.59,9784.17,9743.88,1.0,1.0,0.11802478,0.22323518,0.65874
1997-04-29,Train,9858.19,9761.64,9761.64,9859.41,9810.525,1.0,1.0,0.033133686,0.335102,0.6317644
